0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,target
0.4342580868365905,0.4369845542889693,0.44666348046284055,0.4306454841801154,0.4312589559979373,0.43173605452003005,0.43589398394905443,0.41367320764802085,0.4064480855402538,0.4144911978068445,0.4233522170270755,0.43568946560805266,0.4262149745699998,0.4607729994520108,0.4641810837674841,0.39799601979684296,0.4131279640806552,0.4031081462700531,0.41121940358191666,0.4201485678474203,0.42123922139251857,0.41933066089378024,0.41183287539973856,0.4033808096563277,0.41121940358191666,0.3874991866693315,0.36500583018720667,0.36561921879984516,0.34939678738130164,0.3451707129070044,0.3713448170908772,0.379251556061739,0.3868175698062367,0.3862040979884148,0.4038579913836041,0.4099925431514563,0.3853179627843183,0.38463634592122375,0.38886242039552077,0.38129640665102305,0.39738263118420447,0.39997272534085415,0.4211709931420623,0.4201485678474203,0.4157180582373049,0.40712970240334856,0.4126507823533788,0.4161952399645813,0.4143548245111156,0.41605886666885217,0.4237611705038956,0.42519254927535777,0.460363962770007,0.46581689767476464,0.434598895268138,0.438279642969886,0.384977154352771,0.3955422157307388,0.3909754160300777,0.3982686831831176,0.34203529197780547
0.3452389411574607,0.35089631119803644,0.3722990973402466,0.38293230376348697,0.3872946683283297,0.3862040979884148,0.3771385604271821,0.37795655058600575,0.38756733171460434,0.40774317422117046,0.4079476925621722,0.41714952021395046,0.41749032864549795,0.4140140160795681,0.4193988059390529,0.42860063359083134,0.4307818574758443,0.4269647364783672,0.43159976442948456,0.4318724278157592,0.4350078487449581,0.4102651233325473,0.42294326355025536,0.4277145815919182,0.42457907745753587,0.42526069432063063,0.42594231118372516,0.4144911978068445,0.4053575152003389,0.3988821550009395,0.40229023931641283,0.3438757074312714,0.3398541512979759,0.3493286423360288,0.34557974958900795,0.3496694507675763,0.34510256786173177,0.3457841847248263,0.34782903531411036,0.3363779219372297,0.34183085684198733,0.34530708620273354,0.3498738859033944,0.3573035263521632,0.36275646125692085,0.3614613725760042,0.36855020459322574,0.36548292870929966,0.3681412511164056,0.37829735901755324,0.3810919715152047,0.3716174804771518,0.3676640693891292,0.36916367641104764,0.36371074150629,0.36514212027775217,0.362688316211648,0.3608479007581823,0.36139322753073155,0.36139322753073155,0.367868587730131
0.13857265834404042,0.14238969613633412,0.14000403711550258,0.1453206819297147,0.15663550521604985,0.16358804714272568,0.16665532302665176,0.16713242154874475,0.1705405058642181,0.17394859017969166,0.19078449341605708,0.20237198008866686,0.20618910108614397,0.1963738016165436,0.19248853557379386,0.19644194666181647,0.19023924984869145,0.18614954867012334,0.19276119896006827,0.19064820332551158,0.197328081865913,0.19569218475344885,0.19494242284508145,0.20128140974875197,0.20571191935886757,0.20959718540161731,0.2044168306779509,0.20482586735995445,0.2141639851022784,0.21375503162545828,0.2098697655827083,0.19160248357488074,0.19664646500281824,0.20162221818029924,0.20400787720113078,0.20816572342497175,0.20196302661184673,0.20318997024749053,0.20843838681124616,0.21361865832972915,0.2254106633433407,0.23052278981655083,0.23672548662967585,0.2558107587963273,0.27475974087243304,0.2573785108635184,0.25267533786712837,0.25267533786712837,0.2009406013172047,0.22016224677958507,0.2541067166385905,0.25342509977549577,0.27067003969386494,0.27366917053251816,0.2761911196438952,0.2656942033112003,0.25362961811649753,0.21811739619030102,0.167950328502385,0.14763819590527316,0.2862108542493137
0.3427169088409002,0.33842277252651376,0.3359007402099533,0.34298957222717485,0.3445573242943659,0.35696271792061596,0.3434666707492676,0.3508281661527638,0.3538954420366899,0.36459679350520313,0.3722990973402466,0.36118870918972956,0.360507092326635,0.3692318214563205,0.36895915807004587,0.3695044848425949,0.3608479007581823,0.3673914892080382,0.372571760726521,0.3906346075985304,0.4054256602456118,0.42246608182297896,0.4280553900234655,0.4510258450276833,0.460363962770007,0.4663622244473137,0.4587281488627267,0.47270129455616783,0.4748824352359974,0.4988753155348572,0.5192556763824251,0.5331606770305933,0.5049417222574365,0.514688876681764,0.45211641536759795,0.45368416743478923,0.46854336512714345,0.4551155462062514,0.48783315563479646,0.4976484551043968,0.46990659885333275,0.45293440552642183,0.45347964909378746,0.44877647609739746,0.4379388345383385,0.45763749531762843,0.4446186298735565,0.4739281549866282,0.47597300557591227,0.4763819590527324,0.45334335900324196,0.4487083310521246,0.44618638194074756,0.4523890787538726,0.460363962770007,0.46683932296940667,0.4556608729788004,0.46608956106103927,0.46827078494605223,0.4709290241479748,0.4342580868365905
0.37032239179623516,0.374071284543256,0.3686183496384984,0.368891013024773,0.36521026532302503,0.33446936143849115,0.30952220089026217,0.31320294859201014,0.32792585619381887,0.3269715759444497,0.34482990447545714,0.352804871696775,0.35150978301585856,0.3491922690402999,0.3482379887909305,0.34878331556347975,0.3639151766421084,0.3655510737545723,0.3536909236956881,0.3564173911480669,0.373048859248614,0.367868587730131,0.3719582889086991,0.37066320022778265,0.3676640693891292,0.38279601367294147,0.35893942346462737,0.3553949658534249,0.3599618487592694,0.3546452039450573,0.3562811010575212,0.3649376019367504,0.35655376444379583,0.3307886137367432,0.3272442393307241,0.33569630507413495,0.3453752312480062,0.34585232977009916,0.32608544074035317,0.32744867446654247,0.32765319280754424,0.317974266633673,0.3082271122093455,0.3312657954640196,0.3324245108492071,0.338695352707605,0.3341966980522165,0.33481016987003864,0.333037982667029,0.33194741232711433,0.3307886137367432,0.3333106460533036,0.35743981644270895,0.359484667031993,0.3393769695706995,0.337741155663419,0.3410810117284363,0.35089631119803644,0.34891960565402524,0.35866676007835274,0.35089631119803644
0.45170746189077804,0.4609774345878289,0.44298273276109257,0.4472088072353896,0.4412105455580829,0.4301683856580224,0.4105377867188219,0.40290371113423473,0.39451979043609675,0.3821825418551196,0.3785017941533716,0.37434394792953063,0.373048859248614,0.38231883194566507,0.3954740706854659,0.40331266461105486,0.4113557768776456,0.40897011785681425,0.4485720409615791,0.444277821442009,0.4453683917819239,0.4675891680829577,0.4765183323484613,0.4861291134770599,0.48190312220794607,0.48101698700384954,0.48721968381697456,0.48933267945153147,0.49028695970090064,0.49546723121938363,0.48796944572534195,0.48360716436568285,0.4882421091116166,0.49226366524491205,0.4855156416592378,0.47542776200854664,0.4649989907211244,0.4736554916003536,0.45211641536759795,0.4609092895425563,0.47201967769307307,0.47086087910270213,0.48708339372642906,0.4855156416592378,0.4828573192521318,0.49758031005912395,0.4921955201996392,0.49955693239795174,0.5061005208478077,0.5251175647640026,0.5301615461919401,0.524026994424088,0.5464522058609399,0.5144843583407622,0.5106673205484688,0.518846722905605,0.5184377694287848,0.4968986931960292,0.4830618375931336,0.4829255475025881,0.49982959578422637
0.6073886868574584,0.6176129398038789,0.6091609572656514,0.6052757744280851,0.6075932051984602,0.6045941575649904,0.6056846446997216,0.6223842578455415,0.6058211012006341,0.6172040695322422,0.6177493963047912,0.6279736492512117,0.6462408480538558,0.6592597967031112,0.6759594098489311,0.6987253465121469,0.6949083919250368,0.7200599876090842,0.7241496887876523,0.732192801054243,0.7227183932213735,0.7398951048892864,0.7408493019334722,0.7473928903833279,0.7644333119606953,0.75141436331144,0.7586395686243904,0.7696135002739947,0.7244904972191996,0.7214232213352735,0.7192420806554439,0.722854683311919,0.7262627676273926,0.733487806529976,0.6966804959228629,0.7024742392591677,0.7019971407370748,0.7018608506465293,0.7172654583166161,0.7129030105465898,0.7118125234118585,0.7244224353791103,0.7484153156779699,0.7271489028314891,0.7389407414347337,0.7630018499840495,0.7570718165571991,0.7790198462667749,0.7938108989138563,0.7854952064661743,0.763342658415597,0.7263990577179381,0.7246950155602013,0.7401676850703774,0.7300116603744135,0.7317837643722395,0.7181514271103456,0.7343058798939833,0.7199236975185387,0.7394180063671935,0.7517551717429872
0.46990659885333275,0.45293440552642183,0.45347964909378746,0.44877647609739746,0.4379388345383385,0.45763749531762843,0.4446186298735565,0.4739281549866282,0.47597300557591227,0.4763819590527324,0.45334335900324196,0.4487083310521246,0.44618638194074756,0.4523890787538726,0.460363962770007,0.46683932296940667,0.4556608729788004,0.46608956106103927,0.46827078494605223,0.4709290241479748,0.45716039679553544,0.4654079441979445,0.43071362922538803,0.4289414420223786,0.40256290270268746,0.4082885009937195,0.40106329568076904,0.4113557768776456,0.42601053943418143,0.4213755114830643,0.43562132056278,0.4300320123622935,0.4384159330604315,0.4306454841801154,0.4187171890759581,0.4221252733914317,0.44318725110209434,0.4452321016913784,0.4220571283461588,0.4307818574758443,0.43207686295157754,0.43044104904429703,0.4342580868365905,0.4369845542889693,0.44666348046284055,0.4306454841801154,0.4312589559979373,0.43173605452003005,0.43589398394905443,0.41367320764802085,0.4064480855402538,0.4144911978068445,0.4233522170270755,0.43568946560805266,0.4262149745699998,0.4607729994520108,0.4641810837674841,0.39799601979684296,0.4131279640806552,0.4031081462700531,0.39738263118420447
0.3415581934557127,0.3362415486415008,0.35941652198672014,0.3643242133241119,0.35743981644270895,0.35348648855986975,0.3628246063021937,0.369368111546866,0.3672551159123091,0.36868649468377124,0.36521026532302503,0.370390536841508,0.3804784996973828,0.3613250824854587,0.37127667204560455,0.3785017941533716,0.3540317321272354,0.35968918537299477,0.36064346562236393,0.37441209297480327,0.380273981356381,0.3761842801778129,0.3729807142033411,0.3701179566604168,0.3911117061206232,0.39070275264380305,0.38340948549076337,0.390157425871254,0.3976552113652957,0.3821143968098467,0.3571672362616177,0.3514416379705857,0.35832595164680525,0.3619385543032806,0.3680048778206765,0.3637788865515629,0.36623269061766706,0.3757753267009928,0.3798650278795609,0.3857269162611384,0.3864085331242332,0.3895440372586155,0.4080839826527177,0.39908667334194126,0.40958350646945274,0.43037282079384076,0.4289414420223786,0.43405356849558874,0.43616656413014565,0.4470042888943878,0.42069389461996953,0.42948676879492764,0.45879629390799936,0.4441415313514635,0.45334335900324196,0.4742689634181755,0.493899562357376,0.5253902281502772,0.48844662745261835,0.4967623199003003,0.47904028145983835
0.025083450638774596,0.028832343385795323,0.03585303035774401,0.030672758839261127,0.027673628000607797,0.013973145693441213,0.016154286373270765,0.013018865444071936,0.014109435783986712,0.014041290738713963,0.013427818920892065,0.014382099170261342,0.018948898870922326,0.02331126343576506,0.02712830122805865,0.013155155534617435,0.014518389260806841,0.01192829510415716,0.0022492857251024123,0.0019766223388278936,0.0017721872030095343,0.00286275754292431,0.0,0.004225991269113716,0.004430509610115485,0.010633206423240504,0.006338986903670518,0.00920182765177835,0.008247547402409072,0.0002725801810911088,0.006747940380490647,0.008451982538227432,0.009678926173871227,0.006884313676219667,0.009678926173871227,0.011178449990606132,0.02099374946020638,0.0173130017584584,0.0184036553035567,0.010701351468513254,0.0035443744060190685,0.004634944745933844,0.0018403322482822837,0.0029309025881970596,0.010565061377967755,0.009338117742323848,0.004907608132208363,0.007702220629859924,0.012132730239975409,0.024879015502956237,0.03639827392510975,0.036875455652386036,0.040215394922586745,0.04655438182625726,0.049008185892361444,0.03776150765129904,0.0389203062416702,0.042669198988690926,0.04764495216617215,0.04825842398399405,0.10687747421013738
